Filename,Latitude,Longitude,Calculated_Latitude,Calculated_Longitude,Latitude_Error,Longitude_Error,Meters_Error,Corrected,Matched,uname
DJI_20220504144203_0002_WIDE.JPG,60.40226111111111,22.4652,60.40215672310724,22.46518762989459,0.00010438800386936009,1.23701054093317e-05,11.627296755051272,False,True,-194.6
DJI_20220504144206_0002_WIDE.JPG,60.40225833333333,22.4652,60.40217578397808,22.465227985203637,8.254935524831808e-05,-2.798520363711532e-05,9.306866876320736,False,True,-194.89999999999998
DJI_20220504144208_0002_WIDE.JPG,60.40225833333333,22.46521111111111,60.402153843836196,22.465195325261625,0.00010448949713293132,1.5785849484473147e-05,11.651018455078132,False,True,-194.0
DJI_20220504144210_0002_WIDE.JPG,60.40225833333333,22.465175,60.402289620855974,22.46525211442537,-3.128752264558443e-05,-7.711442536972868e-05,5.480866013863272,False,True,-194.2
DJI_20220504144211_0002_WIDE.JPG,60.40225833333333,22.465155555555555,60.402310534237614,22.46517278171299,-5.220090428537105e-05,-1.7226157435601408e-05,5.881076749065732,False,True,-194.39999999999998
DJI_20220504144213_0002_WIDE.JPG,60.40226111111111,22.46508888888889,60.402227962127185,22.465012957023408,3.31489839240362e-05,7.593186548149333e-05,5.565706118852849,False,True,-194.6
DJI_20220504144215_0002_WIDE.JPG,60.40226111111111,22.465052777777778,60.40223796473834,22.465825550729168,2.3146372768678702e-05,-0.0007727729513895554,42.5187446262871,False,True,-194.2
DJI_20220504144217_0002_WIDE.JPG,60.40226111111111,22.465052777777778,60.40227166376987,22.46510149993774,-1.0552658757490008e-05,-4.872215996343243e-05,2.921800065329575,False,True,-149.7
DJI_20220504144220_0002_WIDE.JPG,60.40226111111111,22.465055555555555,60.402234381797065,22.465142792291275,2.6729314043905106e-05,-8.723673571964241e-05,5.63808095521703,False,True,-60.3
DJI_20220504144222_0002_WIDE.JPG,60.40225833333333,22.465052777777778,60.402287218472274,22.465122091384234,-2.888513894561129e-05,-6.931360645623386e-05,4.980686126553876,False,True,-36.5
DJI_20220504144223_0002_WIDE.JPG,60.40226111111111,22.465052777777778,60.40220008490865,22.465141407890492,6.102620245940216e-05,-8.863011271387222e-05,8.351082762707769,False,True,-24.5
DJI_20220504144226_0002_WIDE.JPG,60.40225833333333,22.465052777777778,60.4021967563986,22.46515310181267,6.157693472630399e-05,-0.00010032403489290687,8.788636855232276,False,True,-12.2
DJI_20220504144228_0002_WIDE.JPG,60.40225833333333,22.465052777777778,60.40221015536475,22.465135392524836,4.817796857992107e-05,-8.261474705761884e-05,7.020355526530105,False,True,-15.2
DJI_20220504144229_0002_WIDE.JPG,60.40225833333333,22.465052777777778,60.40227400759675,22.465087526679948,-1.5674263423193224e-05,-3.474890216992321e-05,2.5845197282862475,False,True,-18.6
DJI_20220504144232_0002_WIDE.JPG,60.40225833333333,22.465052777777778,60.402203580176824,22.46518484683599,5.475315650471657e-05,-0.0001320690582105044,9.469784964595929,False,True,-18.6
DJI_20220504144234_0002_WIDE.JPG,60.40225833333333,22.465052777777778,60.40221363566632,22.465184047007078,4.469766700765376e-05,-0.0001312692292998463,8.756531368873109,False,True,-18.8
DJI_20220504144235_0002_WIDE.JPG,60.402255555555556,22.465055555555555,60.40220711153377,22.465182702142688,4.844402178605378e-05,-0.0001271465871326427,8.819180455367466,False,True,-18.8
DJI_20220504144238_0002_WIDE.JPG,60.40225833333333,22.465033333333334,60.40220512989558,22.465218148994033,5.320343775139236e-05,-0.00018481566069894484,11.74832570889373,False,True,-19.2
DJI_20220504144240_0002_WIDE.JPG,60.402255555555556,22.46483333333333,60.402229794140425,22.465085821455123,2.5761415130887144e-05,-0.000252488121791572,14.159462174941684,False,True,-18.9
